,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,total_funded,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_TARGET,aum_P_CEF,aum_P_MF,aum_P_SMA,total_sales,new_sales,newly_funded
4204,36,9,2,3,6,5,1,3,3,3,1,2,7,3,979187.286,1,792008.4312,0,30573.07569,0,0,117360.3725,861826.9135,253198.5519,916646.0931,1
4205,5,1,4,1,1,1,1,1,1,1,1,1,4,1,729672.64,0,838985.41,0,0,0,0,0,802311.81,818348.82,1189874.9,0
4206,1,4,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,660.26,0,0
4207,28,95,2,1,7,8,1,1,3,3,1,1,9,3,2055585.75,2,471038.59,1270348.36,394142.99,0,103446,0,1953510.09,139634.08,522733.74,3
4208,8,53,0,1,4,6,0,1,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,3109.66,21947.39,1
4209,3,1,0,0,1,1,0,0,1,1,0,0,0,0,774,1,0,0,774,0,0,774,0,1890,0,0
4210,87,35,1,2,7,7,1,2,2,2,1,1,5,2,225617.27,2,102379.23,0,0,127182.83,0,225617.27,0,115806.01,73889.88,0
4211,24,0,0,0,1,0,0,0,1,0,0,0,2,2,282535.62,0,91344.75,0,197468.82,0,0,193937.69,88597.93,17566.9,8612.57,0
4212,80,108,7,17,9,9,6,2,3,3,2,1,6,1,0,0,0,645165.77,0,0,0,0,0,320353.47,336506.06,5
4213,22,1,1,0,2,1,1,0,2,1,1,0,2,2,754325.54,0,0,679387.18,74938.36,0,0,74938.36,679387.18,289585.425,94705.19,0
4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186.83,0,4186.83,0,0,0,0,4186.83,0,0,0,0
4215,0,0,0,0,0,0,0,0,0,0,0,0,1,1,430004.87,0,0,0,431043.75,0,431043.75,0,0,0,0,0
4216,0,0,0,0,0,0,0,0,0,0,0,0,1,1,549702.75,0,0,566652.08,0,0,0,0,556834.09,0,7860.96,1
4217,4,2,0,0,2,2,0,0,2,1,0,0,1,0,0,1,0,0,1061.0325,0,0,0,0,3775.084401,2632.485,0
4218,157,65,67,21,13,6,6,5,4,3,3,3,15,4,8346947.42,2,1068987.93,5668.04,3553848.88,0,0,8346947.42,0,1987314.64,2052560.64,3
4219,34,21,12,12,7,4,4,2,3,3,2,2,7,2,1871214.68,0,1780059.945,89820.755,1333.98,0,0,203615.03,1667599.65,327004.115,229000,0
4220,67,10,43,3,2,3,2,2,1,2,1,2,8,2,12229073.85,1,4480676.46,7748397.39,0,0,0,2744700.8,9484373.05,1166048.405,957298.405,0
4221,69,47,3,19,3,3,1,2,2,2,1,2,2,1,0,2,0,884910.88,0,0,0,0,0,223222.73,869844.19,7
4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530.06,0,0,0,0,0,1530.06,0,0,0
4223,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,1,0,1,0,1,0,1,0,1,0,1,0,1,1,17625,1,0,17625,0,0,0,17625,0,17625,0,0
4225,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72.75,0,0,0,0,0,0,1213.23,237.49,0
4227,33,11,1,4,4,7,1,4,1,4,1,4,14,4,2729387.45,0,2722912.38,0,857515,98500,1793855,120465.34,171779.92,43181.35,66031.49,0
4228,1,0,0,0,1,0,0,0,1,0,0,0,1,1,6987.5,1,0,6987.5,0,0,0,6987.5,0,6987.5,0,0
4229,4,4,4,0,1,2,1,0,1,1,1,0,1,1,104340.58,0,0,113870.375,0,0,0,104340.58,0,62500,0,0
4230,3,5,2,3,2,3,2,2,2,3,2,2,4,3,639110.3,0,9138.68,415280.84,214690.78,0,0,639110.3,0,159500,62400,0
4231,39,0,0,0,3,0,0,0,1,0,0,0,1,1,9088.63,1,0,0,0,9088.63,0,0,0,1340.48,1244.65,1
4232,8,18,0,0,1,1,0,0,1,1,0,0,1,1,150431.525,0,0,0,0,0,0,150431.525,0,7333.85,11018.04,0
4233,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3275.73,0,0,0,0,0,0,1622,30871.31,4
4234,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,26113.26508,0,0,0,0,0,42362.20336,0,0,0
4235,3,25,3,5,3,7,3,3,2,3,2,3,9,3,1694844.607,1,550851.1667,304187.775,839805.665,0,0,1174673.978,520170.6288,227620.2816,25005,0
4236,4,19,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1150.615,339352.23,1
4237,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,74575.98,0,13250.01,0,0,0,0,0,0,0
4238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6000,0,0,0,0
4239,6,0,0,0,2,0,0,0,2,0,0,0,1,1,7522.9,2,0,0,7257.77,0,0,7257.77,0,7522.9,886700.99,4
4240,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,30000,0,0,30000,0,0,0,0
4241,0,1,0,0,0,1,0,0,0,1,0,0,1,1,33093.72,0,37229.9,0,0,0,0,33093.72,0,0,0,0
4242,18,16,0,1,2,2,0,1,2,2,0,1,4,1,194724.86,0,205280.26,0,0,0,0,194724.86,0,14955.65,4679.635,0
4243,4,20,0,0,1,4,0,0,1,2,0,0,1,1,2473.035,0,0,0,9446.715,0,0,2473.035,0,12865.705,118492.645,0
4244,0,6,0,3,0,1,0,1,0,1,0,1,1,1,0,0,13550.79,0,0,0,0,0,0,0,36072,1
4245,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1045.86,0,0,0,0,0,0,1045.86,24700.81,2
4246,0,0,0,0,0,0,0,0,0,0,0,0,1,1,170134,0,170134,0,0,0,0,0,170134,0,0,0
4247,13,1,2,1,4,1,2,1,2,1,1,1,4,2,0,1,0,90887.665,92389.225,0,0,0,0,42857.755,43401.64,0
4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.96,0,3610.96,0,0,0,0,3610.96,0,0,0,0
4249,12,9,2,0,2,2,2,0,1,1,1,0,2,1,558874.87,2,558874.87,0,0,0,0,558874.87,0,564036.98,0,0
4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.09,0,0,0,0,0,0,0,0,0
4251,15,15,2,2,1,2,1,1,1,2,1,1,1,1,6472.7,1,0,0,9849.15,0,0,6472.7,0,292535.43,0,0
4252,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,131322.9875,0,0,0,108960.7325,0,0,3199.123389,1
4253,0,0,0,0,0,0,0,0,0,0,0,0,1,1,173478.91,0,209150,0,0,0,0,0,209150,0,0,0
4254,35,51,0,0,1,1,0,0,1,1,0,0,2,2,139505.89,1,117938.78,0,56697.63,0,0,139505.89,0,59155.825,0,0
4255,9,6,0,0,1,4,0,0,1,1,0,0,1,1,0,0,0,48753.34,0,0,0,0,0,471.24,618.43,0
4256,13,13,7,5,1,1,1,1,1,1,1,1,1,1,210457.55,0,210457.55,0,0,0,0,210457.55,0,300277.47,84306.29,0
4257,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19470.27,0,19470.27,0,0,0,0,19470.27,0,0,0,0
4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357649.935,2
4259,0,4,0,0,0,1,0,0,0,1,0,0,1,1,60401.92,0,0,62155.03,0,0,0,60401.92,0,0,23952.76,0
4260,525,371,36,20,10,10,7,8,4,4,4,3,16,5,4749137.75,1,1437246.435,1790714.185,1285666.15,0,174287.5,1191294.445,1418815.195,1828023.375,1136423.175,1
4261,14,5,2,0,4,3,1,0,2,2,1,0,3,2,162379.5071,3,9681.528417,154823.4061,0,0,0,162379.5071,0,161821.0029,48678.1317,0
