,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,total_funded,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_TARGET,aum_P_CEF,aum_P_MF,aum_P_SMA,total_sales,new_sales,newly_funded
1730,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34448.915,5
1732,5,3,0,2,1,3,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4214.78,13261.15,1
1733,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,21,38,13,3,4,5,2,3,2,2,1,1,3,1,872417.3,1,0,930068.44,0,0,0,0,930068.44,171491.35,9784.95,1
1735,0,3,0,0,0,2,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2192.745,0
1736,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13019.7,0,13019.7,0,0,0,0,13019.7,0,0,0,0
1737,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8,1
1738,2,5,1,1,1,1,1,1,1,1,1,1,4,3,190914.5133,0,110945.4735,8608.165,0,0,0,112268.19,78646.32331,19847.61,5454.885,1
1739,2,4,1,0,2,1,1,0,2,1,1,0,4,2,237951.43,0,59534.76,0,367500,0,415220,0,0,20012,0,0
1740,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,228,148,22,3,9,12,4,3,2,2,2,2,13,2,3354543.926,1,1899459.637,1484634.657,0,0,0,45241.13675,3309302.79,2440829.903,426825.205,0
1742,3,5,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,447.95,9298.935,0
1743,13,2,6,2,2,1,2,1,1,1,1,1,3,1,3024440.73,0,0,3024440.73,0,0,0,3024440.73,0,142957.22,241733.45,0
1744,6,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,646.64,0,0
1745,0,0,0,0,0,0,0,0,0,0,0,0,1,1,129465.59,0,0,129465.59,0,0,0,129465.59,0,0,0,0
1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,2.63,0,0,0,0
1747,9,2,2,1,2,2,1,1,2,2,1,1,2,1,137168.115,0,3168.29,397.95,0,0,0,137168.115,0,77039.065,152567.465,1
1748,26,2,0,0,1,1,0,0,1,1,0,0,5,3,55481.39,0,17081.48,0,95.28,16146.34,0,39335.05,0,2799.31,12607.81,1
1749,1,0,1,0,1,0,1,0,1,0,1,0,2,2,146279.85,1,0,137500,13035.825,0,0,146279.85,0,137500,197595,1
1750,26,5,0,0,1,3,0,0,1,2,0,0,6,2,153515.52,0,34613.735,118901.785,0,0,0,153515.52,0,4565.57,0,0
1751,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,493.192899,0,0,0,0,1138.785,4991.86,3
1752,0,15,0,1,0,2,0,1,0,1,0,1,1,1,0,0,138356.75,0,0,0,0,0,0,0,0,0
1753,0,0,0,0,0,0,0,0,0,0,0,0,1,1,167966.2025,0,167966.2025,0,0,0,0,0,167966.2025,0,0,0
1754,26,26,1,1,1,1,1,1,1,1,1,1,3,2,232439.98,0,177439.98,55000,0,0,0,232439.98,0,47364.5,25808.53,0
1755,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931.795,0,0
1756,0,0,0,0,0,0,0,0,0,0,0,0,3,2,76885.28,0,64486.89,7898.39,4500,0,0,76885.28,0,24753,63964,3
1757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,56,91,3,3,8,8,2,1,3,3,2,1,3,2,0,6,56217.39,40742.00719,0,0,0,0,0,118761.758,27712.43979,0
1759,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,100000,0,0,0,100000,0,0,0,0
1760,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99864.84,0,0,109774.72,0,0,0,99864.84,0,0,0,0
1761,2,13,0,0,1,2,0,0,1,2,0,0,6,2,339312.99,0,0,464785.58,0,0,57300,556.32,281456.67,7200,0,0
1762,0,0,0,0,0,0,0,0,0,0,0,0,3,3,70059.25,0,41644.07,6590.18,21825,0,21825,14.77,48219.48,0,0,0
1763,0,1,0,1,0,1,0,1,0,1,0,1,6,1,482374.58,0,0,2871.97,494075.76,0,322068,160306.58,0,0,0,0
1764,3,2,0,0,1,1,0,0,1,1,0,0,0,0,2390.57,0,2390.57,0,0,0,0,2390.57,0,883.13,3687.65,0
1765,51,45,0,3,3,4,0,1,2,3,0,1,10,3,434260.57,0,447944.54,0,335582.5,0,335582.5,551008.13,0,45333.95,39588.1,0
1766,1408,1547,3,5,6,9,3,3,2,3,2,2,10,2,2303508.608,1,1549654.609,753295.48,1485.79,0,0,1153512.468,1149996.14,775615.7092,232265.109,0
1767,16,14,6,5,3,4,2,3,2,3,2,3,3,3,205384.38,0,129048.97,0,29354.84,0,0,205384.38,0,247988.09,604292.8,1
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341335.63,1
1769,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,126225,0,0
1770,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,46362.99324,0,0,0
1772,55,103,5,2,2,4,2,2,2,3,2,2,3,2,235930.61,0,138496.43,108929.27,0,0,0,235930.61,0,267658.64,205357.98,2
1773,2,2,2,1,2,2,2,1,1,1,1,1,6,4,612998.3488,2,45596.7422,328981.6066,105000,0,238420,0,446337.8366,416499.6166,874606.9016,0
1774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31624.5,0,0,0
1775,11,21,3,3,4,4,2,2,3,3,1,1,5,2,750879.39,0,0,626513.62,148747.07,0,0,750879.39,0,79173.4,41213.8,0
1776,12,0,1,0,2,0,1,0,1,0,1,0,2,1,61309.27,2,61309.27,0,0,0,0,61309.27,0,61309.27,136255.91,0
1777,5,3,0,3,2,1,0,1,2,1,0,1,2,1,322680.37,1,0,323101.88,0,148.5,0,0,323101.88,2752.87,0,0
1778,4,5,0,4,1,4,0,3,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,10289,9822,0
1779,36,1,5,0,3,1,2,0,1,1,1,0,4,2,99264.145,3,7802.035,0,1404.11,0,0,99264.145,0,91816,37784.705,1
1780,120,501,1,8,2,1,1,1,2,1,1,1,2,1,83826.36,1,0,0,99206.04,0,0,83826.36,0,99477.35,80251.28,0
1781,43,20,0,0,9,9,0,0,3,3,0,0,7,2,56057.23083,3,0,3782.23833,21981.05849,89995.665,0,0,0,3054.1525,2415.63,0
1782,0,0,0,0,0,0,0,0,0,0,0,0,3,2,962230.22,0,341142.26,621087.96,0,0,0,33106.79,929123.43,0,0,0
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.19,1
1784,14,13,2,1,3,4,2,1,2,3,1,1,13,3,1565790.82,1,310634.62,1232593.31,0,0,224128.2,1181756.16,159906.46,363540.08,80000,0
1785,95,452,1,12,6,7,1,4,3,3,1,3,1,1,0,0,9323.31,0,0,0,0,0,0,91067.35,3672.5,0
1786,136,107,2,1,13,10,2,1,2,2,1,1,11,1,391010.29,2,3727.66,0,0,396541.19,0,398053.29,0,148647.75,200039.68,0
1787,9,5,5,1,5,3,3,1,2,2,2,1,13,3,2308203.76,3,108662.65,1919700.96,279840.15,0,1632012.65,676191.11,0,110497.215,23179.525,2
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4726.99,2
1789,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,52099.98,1
1790,3,3,1,1,2,1,1,1,2,1,1,1,5,2,611386.46,1,206.24,571532.96,44230.05,0,45000,66489.48,499896.98,57389.46,0,0
1791,5,30,1,2,3,4,1,2,2,3,1,2,2,1,117808.93,1,0,233249.14,0,0,0,117808.93,0,49053.1,10607.66,0
1792,4,8,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,618.24,0,0,0,0,31276,72540,0
1793,11,47,8,32,8,14,7,14,2,3,2,3,5,0,0,5,0,0,0,0,0,0,0,861000,1698750,3
1794,0,3,0,2,0,2,0,2,0,2,0,2,5,2,1113777.39,0,1143539.09,0,0,0,0,154574.14,959203.25,0,0,0
1795,2,44,0,0,2,5,0,0,2,4,0,0,3,1,147174.3756,0,1408.967172,148920.6036,0,0,0,89886.07833,57288.29726,2222,71244.47588,1
1796,259,114,20,5,11,9,7,3,3,2,3,1,15,3,5772158.175,1,0,3960765.22,2368169.425,0,0,5414239.855,357918.32,1553781.445,550806.065,1
1797,31,126,0,0,1,1,0,0,1,1,0,0,4,2,176658.835,0,79834.78,0,796551.905,0,959878.05,0,0,55290.815,36088.7,0
1798,60,15,0,1,4,4,0,1,2,2,0,1,5,2,517701.94,0,32547.82,520436.17,0,0,0,517701.94,0,64621.95,50075.18,0
1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616.3,0,616.3,0,0,0,0,616.3,0,0,0,0
1800,6,7,1,1,2,1,1,1,2,1,1,1,2,1,0,1,0,212532.3771,0,0,0,0,0,260931.54,253604.28,0
1801,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,7,8,1,1,2,3,1,1,2,2,1,1,3,1,94806.125,0,91160.84,3645.285,0,0,0,94806.125,0,24221.48,236100,1
1803,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498,140308.85,4
1804,121,184,4,0,6,6,3,0,3,3,2,0,5,2,344595.5245,2,247634.11,106863.436,0,0,0,144592.5245,200003,284696.7621,381530.65,2
1805,7,11,0,2,4,6,0,2,3,2,0,2,2,1,9601.26,2,0,22407.28,891.17,0,0,9601.26,0,33608.35,56668.96,3
1806,1,4,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,54.76,4450.21,1
1807,90,292,56,116,10,25,9,21,3,4,3,4,9,0,0,1,0,0,0,0,0,0,1288509.97,2218479,969900.51,1
1808,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3388,0,0
1809,0,0,0,0,0,0,0,0,0,0,0,0,6,3,804626.02,0,0,96990.3,402351,0,808481.3,0,0,0,0,0
1810,4,16,2,3,4,6,2,3,1,3,1,2,8,2,0,0,85289.44,0,0,0,0,664347.68,0,107406.88,67525,0
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1
1812,1,4,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,494.39,6840.41,1
1813,1,3,1,3,1,2,1,2,1,1,1,1,4,1,591851.38,0,0,680954.7,0,0,0,680954.7,0,47981.1,1365600.42,1
1814,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13850.54,0,0,0,0,0,0,0,0,0
1815,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12893.1,0,12893.1,0,0,0,0,12893.1,0,0,0,0
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1
1817,13,13,7,2,3,4,3,1,3,2,3,1,5,2,283528.315,0,0,893338.56,0,0,0,117815.42,165712.895,475956.44,124750,0
1818,6,4,1,1,1,1,1,1,1,1,1,1,6,2,340397.8,0,262102.76,0,87242.85,0,96030,244367.8,0,34072.85,0,0
1819,0,7,0,7,0,1,0,1,0,1,0,1,3,1,245148.0951,0,260450.47,2232.165086,0,0,0,0,258820.03,0,0,0
1820,63,92,0,0,2,2,0,0,2,2,0,0,2,2,17221.94,1,7391.63,8283.35,1546.96,0,0,17221.94,0,45439.69,21234.35,1
1821,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1113.15,0,0,0,0,0,3334,0,0
1822,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0,0,0,0,0,0,3,2,584082.4,0,0,100825.98,0,0,0,150505.96,433576.44,0,0,0
1824,4,5,0,1,1,2,0,1,1,2,0,1,3,2,0,0,28951.75,0,0,0,0,0,0,870.5,379.7,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.77,0,59.77,0,0,0,0,59.77,0,0,0,0
1826,4,6,0,2,3,4,0,2,2,2,0,2,5,2,60228.94,0,0,73919.92,20212.5,0,0,60228.94,0,10778.665,33204.605,0
1827,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40062.75,0,0,0,0,0,12500,1
1828,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6622.15,1
1830,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,276.5,5721.17,0
1831,0,0,0,0,0,0,0,0,0,0,0,0,3,2,176867.57,0,287758.28,0,0,0,0,135930.4,40937.17,0,0,0
1832,0,0,0,0,0,0,0,0,0,0,0,0,1,1,136028.2636,0,136028.2636,0,0,0,0,0,136028.2636,0,0,0
1833,0,2,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.34,0,0,0,0,239.34,0,0,0,239.34,2394.18,0
1836,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58750.705,0,58750.705,0,0,0,0,58750.705,0,0,0,0
1837,0,6,0,1,0,5,0,1,0,4,0,1,1,1,39292.11852,0,0,0,71901.95,0,72409.425,0,0,72409.425,281613.6025,1
1838,23,23,1,0,4,4,1,0,2,3,1,0,4,2,124593.02,1,151131.53,16054.65,0,0,0,124593.02,0,56000.83,268631.13,1
1839,0,0,0,0,0,0,0,0,0,0,0,0,4,3,608531.72,0,187009.2,317798.95,103723.57,0,208707,454641.72,0,0,0,0
1840,10,10,2,0,1,1,1,0,1,1,1,0,2,2,136975.6677,0,0,53650.66773,83325,0,0,136975.6677,0,54419.8908,1146723.65,0
1841,0,1,0,1,0,1,0,1,0,1,0,1,6,3,1792047.75,0,20970.54,0,1901395.72,187150,2111014.5,0,0,644837.5,788145.8341,3
1842,26,118,2,36,8,12,2,10,2,2,1,1,12,3,867264.71,1,23924.24,820289.38,0,0,22442.5,769574.22,75247.99,116306.69,27046.46,0
1843,2,3,2,1,1,2,1,1,1,2,1,1,13,2,1908869.26,0,1419766.87,489102.39,0,0,17329.05,552618.98,0,28510.82,492241.05,1
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54814.58,2
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.78,0,365.78,0,0,0,0,365.78,0,365.78,547.27,0
1846,8,21,1,1,1,2,1,1,1,2,1,1,2,1,0,0,11647.8,0,0,0,0,0,149970.14,59161.71,9671.95,0
1847,2,8,1,5,2,3,1,2,2,1,1,1,5,1,0,1,0,149949.69,2500,0,0,0,0,23937.5,333390.69,1
1848,7,2,0,0,2,2,0,0,1,1,0,0,7,1,45602.68,0,0,0,0,0,0,0,0,107.5,0,0
1849,0,1,0,1,0,1,0,1,0,1,0,1,1,1,65159.5425,0,0,65183.3525,0,0,0,65159.5425,0,0,0,0
1850,0,0,0,0,0,0,0,0,0,0,0,0,3,2,249683.81,0,20971.36,228712.45,0,0,0,0,249683.81,0,0,0
1851,18,18,2,1,3,3,2,1,2,1,2,1,5,2,710921.2141,1,539737.1209,171184.0932,0,0,0,171392.5057,539528.7084,78099.4826,0,0
1852,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1853,70,96,0,0,2,2,0,0,2,2,0,0,2,2,109342.26,1,0,90415.05,18927.21,0,0,109342.26,0,32490.47,3421.7,1
1854,0,4,0,0,0,1,0,0,0,1,0,0,1,1,10429.07,0,10429.07,0,0,0,0,10429.07,0,0,6723.79,1
1855,0,1,0,0,0,1,0,0,0,1,0,0,1,1,12170.535,0,0,12170.535,0,0,0,12170.535,0,0,0,0
1856,39,70,1,2,6,9,1,2,4,4,1,1,6,3,102290.65,0,8109.76,68989.3,3359.58,0,0,102290.65,0,93582.73,24372.03,1
1857,1,6,0,1,1,3,0,1,1,2,0,1,3,1,0,0,0,96957.925,0,0,0,82096.36669,0,7500.005,0,0
1858,23,74,7,9,3,3,3,3,2,2,2,2,8,1,0,1,0,14782.22,2650.43,0,0,491635,0,167032.06,141499.2375,7
1859,7,5,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1891.11,4600.16,0
1860,1,9,0,0,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,455.098,0,0
1861,23,25,1,1,4,6,1,1,2,3,1,1,4,2,128151.685,0,0,111045.5175,67720,0,67720,60431.685,0,103988.885,206260.495,1
1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140274,1
1863,2,6,1,1,1,1,1,1,1,1,1,1,2,1,519262.63,0,0,523543.95,0,0,0,519262.63,0,219703,200819,1
1864,18,12,0,0,1,5,0,0,1,4,0,0,5,2,156559.05,0,150203.33,23237.76,0,0,0,156559.05,0,6243.61,45811.56,0
1865,1,2,0,0,1,2,0,0,1,1,0,0,1,1,15218.57193,1,15218.57193,0,0,0,0,15218.57193,0,9891.95,44494.52216,2
1866,45,22,18,20,6,5,4,4,2,1,2,1,8,2,2637652.73,1,0,2521895.49,0,0,0,2637652.73,0,684622.32,1715569.61,0
1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273.05,2
1868,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2495,0,0,0,0,0,0,0
1869,2,1,0,1,1,1,0,1,1,1,0,1,4,1,2558654.93,0,2554671.77,0,3983.16,0,0,0,2584880.9,677.06,0,0
1870,21,33,0,0,1,1,0,0,1,1,0,0,1,1,11884.09,0,0,0,11884.09,0,0,11884.09,0,42394.16,23534.75,0
1871,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1696004.82,0,776328.58,919676.24,0,0,0,0,1696004.82,0,0,0
1872,140,41,6,1,8,5,1,1,2,2,1,1,1,1,325510.4654,7,344613.6554,0,0,0,0,325510.4654,0,297927.8598,271696.8232,1
1873,12,14,3,5,3,3,1,1,2,2,1,1,2,2,85176.55,2,0,23331.43,71640.86,0,0,85176.55,0,198598.92,0,0
1874,53,20,2,2,4,3,2,1,3,2,2,1,10,3,1017914.937,1,38173.174,954736.7625,25005,0,0,714961.7955,302953.141,54981.15672,11240.07082,0
1875,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33824.35,0,33824.35,0,0,0,0,0,33824.35,0,0,0
1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.575,1
1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090.89,2
1878,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3411.955,0,0,4713.715,0,0,0,3411.955,0,0,0,0
1879,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1555155.28,0,0,1555155.28,0,0,0,1555155.28,0,0,0,0
1881,0,2,0,0,0,1,0,0,0,1,0,0,3,2,220957.34,0,213711.08,0,0,0,0,220957.34,0,0,0,0
1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348549.45,1
1883,1,4,1,3,1,2,1,1,1,1,1,1,1,1,1191.02,1,0,13369.23,0,0,0,1191.02,0,13369.23,0,0
1884,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28622,0,28622,0,0,0,0,0,28622,0,0,0
1885,27,117,1,12,4,9,1,3,3,3,1,2,5,3,1196722.265,2,45842.625,66747.13,1084132.51,0,0,1196722.265,0,109478.605,1180687.4,8
1886,6,2,0,1,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1057.82,9176.105,1
1887,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2677.86,2,1863,0,814.86,0,0,2677.86,0,2677.86,837.79,0
1888,0,3,0,2,0,3,0,2,0,2,0,1,2,1,0,0,13541.7,0,0,0,0,0,0,0,0,0
1889,42,3,8,0,2,1,2,0,2,1,2,0,2,2,349491.47,1,0,153398.45,196093.02,0,0,349491.47,0,351317,267301,0
1890,73,65,49,25,6,8,5,5,3,4,3,4,13,4,4479861.72,0,119863.02,3699697.35,181056.6,0,0,2298793.915,2181067.805,2121800.22,2353579.105,2
1891,21,25,4,0,2,2,1,0,1,1,1,0,2,1,102298.68,1,102298.68,0,0,0,0,102298.68,0,97866.15,32818.23,0
1892,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28650,0,0,28650,0,0,28650,0,0,0,0,0
1893,2,3,1,1,1,1,1,1,1,1,1,1,1,1,310689.6175,0,0,338029.1275,0,0,0,310689.6175,0,19036.78,0,0
1894,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,1,2,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1326.42,60103.01,2
1896,0,0,0,0,0,0,0,0,0,0,0,0,3,2,140764.23,0,0,9994.65,194213.96,0,201328.35,0,0,0,0,0
1897,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,7568.495,0,0,0,0,0,7368.275,805.365,1
1898,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,52802.08,0,0,0,149380,0,0,0,0,0
1899,0,0,0,0,0,0,0,0,0,0,0,0,3,2,390344.5,0,275553.32,0,0,0,0,24442.75,365901.75,0,0,0
1900,5,67,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20222.32,11584.63,0
1901,4,6,2,2,2,3,1,1,2,2,1,1,2,1,0,1,0,108732.78,0,0,0,0,0,51761.48,11140.63,0
1902,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38524.41,0,0,38524.41,0,0,0,38524.41,0,0,0,0
1903,109,25,29,17,4,5,4,4,2,3,2,3,7,3,1451893.02,2,436882.54,0,929296.82,0,0,1298470.97,153422.05,1067769.07,195250,0
1904,17,1,2,0,3,1,2,0,2,1,2,0,4,2,102965.445,3,78540.445,24425,0,0,0,102965.445,0,100829.89,130449.945,0
1905,24,183,1,9,6,5,1,1,3,2,1,1,2,1,0,0,0,0,82628.80296,0,0,140086.5228,0,21429.60016,26025.79383,0
1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260314.9626,3
1908,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17085.98,0,0,5989.67,11096.31,0,0,17085.98,0,0,0,0
1909,0,0,0,0,0,0,0,0,0,0,0,0,1,1,139660.04,0,139660.04,0,0,0,0,0,139660.04,0,0,0
1910,4,8,4,8,2,2,2,2,1,1,1,1,3,1,0,0,158049.03,0,0,0,0,0,0,225000,205000,0
1911,7,1,0,0,2,1,0,0,2,1,0,0,3,1,0,2,0,208666.4,0,0,0,0,0,3377.147606,606.74,0
1912,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6750,0,0,0,6750,0,0,6750,0,0,0,0
1913,17,9,0,0,1,1,0,0,1,1,0,0,1,1,0,1,21705.92,0,0,0,0,0,0,23232.38,16031.87,0
1914,11,12,0,0,2,3,0,0,2,2,0,0,1,1,0,1,0,10618.44,0,0,0,0,0,2597.57,8865.783333,2
1915,1,6,0,2,1,2,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1805.245,0,0
1916,4,5,0,1,1,2,0,1,1,2,0,1,7,2,10733.59029,0,0,0,155487.0111,0,161464,0,0,499.856676,0,0
1917,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4052.315,1,4052.315,0,0,0,0,4052.315,0,4052.315,0,0
1918,13,11,1,0,2,1,1,0,2,1,1,0,2,2,24773.61,2,14594.91,0,0,10178.7,0,24773.61,0,14074.04,9071.61,1
1919,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1317565.245,0,0,1174213.055,98789.94,0,0,1317565.245,0,0,0,0
1920,0,4,0,3,0,2,0,2,0,2,0,2,1,0,0,0,0,0,0,0,8730,0,0,0,0,0
1921,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,39724.75,0,0,0,0,39724.75,345072.75,1
1922,77,70,8,0,6,5,2,0,2,1,1,0,7,3,1371878.024,1,0,1408889.628,0,0,0,1286946.444,84931.58,246912.8349,114667.9044,0
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767.97,0,0,0,0,0,0
1924,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270.34,483.41,0
1925,7,39,0,5,3,7,0,3,2,2,0,1,1,1,465560.08,0,0,472470.09,0,0,0,465560.08,0,9920.495,11391.485,1
1926,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6682.98,2
1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7507.54,0,0,0,7507.54,0,0,7507.54,0,0,0,0
1929,39,1,16,1,3,1,2,1,2,1,1,1,2,1,599396.54,1,0,604510.04,0,0,0,599396.54,0,504377.2,193514.7,0
1930,24,4,7,3,7,3,5,3,2,1,1,1,14,3,852152.855,1,300387.015,528530.49,0,0,0,955267.415,0,495034.55,143414.5,2
1931,0,0,0,0,0,0,0,0,0,0,0,0,4,2,342596.28,0,99966.05,0,0,0,0,342596.28,0,0,0,0
1932,102,109,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,679.97,0,0,0,0,150218.71,98646.41,1
1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062.785,0,3241.765,0,0,0,0,3062.785,0,0,4713.305,0
1934,25,9,0,1,3,2,0,1,1,2,0,1,1,1,0,1,9275.655,0,0,0,0,0,0,13783.425,0,0
1935,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2734.92,0,2734.92,0,0,0,0,2734.92,0,0,0,0
1936,15,10,0,0,1,1,0,0,1,1,0,0,1,1,7394.615,0,7394.615,0,0,0,0,7394.615,0,6118.315,800.92,0
